modality,scene_token,timestamp,rotation,x,y,z,yaw,velocity,acceleration,heading_change_rate,delta_local_x,delta_local_y
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:09.301132,"[-0.1557237496690409, 0.011222825001502285, 0.005173422687908825, -0.9877233406605778]",329.6474941596216,660.1966888688361,0.0,2.8287073423413176,5.108549775006556,-0.0348037318593867,-0.04532982407616987,0.0,0.0
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:09.801064,"[-0.16117694469754024, 0.009157178788916257, 0.004828183418614024, -0.9868712313262911]",327.2338340334786,661.0255136361046,0.0,2.8177058971340556,5.10469490440442,-0.007710789871694031,-0.02200588321464116,0.04564784549363854,2.5515920468546924
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:10.200261,"[-0.16222999791894513, 0.010261981974878865, -0.001634642910628329, -0.9866982555187387]",325.3623119653266,661.6868328688465,0.0,2.815673479305952,4.972301147669266,-0.3316501795733787,-0.005091265285318986,0.031315663890614354,1.9846806565211765
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:10.651414,"[-0.16605361559690043, 0.007585584174464603, -0.0037705339669756224, -0.9860803409122063]",323.3629248739305,662.4053626288567,0.0,2.807967705113446,4.709219465049271,-0.5831318479983395,-0.017080179434706577,0.04054089946905759,2.1241916563087795
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:11.149672,"[-0.1790782272855317, 0.009448521999393368, -0.012293824197757212, -0.9837126490143824]",321.35844911994104,663.1649109949846,0.0,2.781689256886041,4.302102598495416,-0.8170804413654266,-0.05274064486150748,0.061261832331630295,2.142681440792965
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:11.649009,"[-0.19383694099663118, 0.006067266248244902, -0.002556555535840529, -0.9810116679271115]",319.51814456203374,663.9384536087967,0.0,2.751457733099899,3.9978386937247183,-0.6093357887973415,-0.06054332802524574,0.07585690533448486,1.9948270028127428
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:12.148325,"[-0.20019113137263578, 0.012948168039444083, -0.001200742126559285, -0.979670564058405]",317.89863080650935,664.6608184227448,0.0,2.7384154862528294,3.5514825857462564,-0.8939351191999895,-0.02612022616353061,0.05216224083151255,1.7725447326920585
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:12.648213,"[-0.2017941379097433, 0.011065475621642425, -0.0071524466305106435, -0.9793393301924154]",316.33696405018054,665.3582926925519,0.0,2.7352953350950693,3.421452544065148,-0.2601183498725883,-0.006241700456422435,0.02884154599805222,1.710099874302651
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:13.148632,"[-0.203503976530209, 0.012247020665552742, -0.005925109316756191, -0.9789795887048888]",314.9593226771003,665.965589473688,0.0,2.7317705972625363,3.0085949580544167,-0.8250238020753236,-0.0070435731507655225,0.013398282100868353,1.5054984620508345
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:13.648526,"[-0.20438641222095114, 0.014111592782449809, -0.01161577073284382, -0.9787196387724487]",313.7280659468156,666.5166849318827,0.0,2.730124074109482,2.698496720663051,-0.6203279843154061,-0.003293744579959445,0.014870727192753674,1.3488803510270553
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:14.148383,"[-0.20467341272481773, 0.01315315141316949, -0.012852499120898411, -0.97865755093282]",312.62432406969265,667.0234585878007,0.0,2.729568608668155,2.429740537022035,-0.5376661397980141,-0.0011112486997823753,0.023027587202087252,1.2143044922403734
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:14.648261,"[-0.20617763302699976, 0.010948729883955694, -0.0147417299406815, -0.9783422664648951]",311.63964439375286,667.4730816994419,0.0,2.726522299947867,2.1654810389628896,-0.5286479862269304,-0.006094104402049865,0.01766556294087157,1.082332173880422
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:15.148131,"[-0.21212930770301536, 0.010889394816089063, -0.01901216591216162, -0.9769959649053354]",310.76703424491416,667.8799328164787,0.0,2.714459437008203,1.926092956244946,-0.47890067961258637,-0.02413200019937977,0.020420751124824443,0.9625795012433518
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:15.648632,"[-0.21960071896053512, 0.009659277109822104, -0.023657141313892665, -0.9752551267553455]",310.0600644011556,668.2242317518952,0.0,2.6992483045000215,1.571128011682614,-0.7092192514347264,-0.03039181242031809,0.020494467658970505,0.7860840245853565
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:16.148450,"[-0.22467758928574685, 0.011909024697313933, -0.02386988221977413, -0.97406795693438]",309.59162945485514,668.4542450642808,0.0,2.6889031257207288,1.0440992150889497,-1.0544414098605182,-0.020697891591124673,0.007356718370580689,0.521807724631349
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:16.649423,"[-0.22831648572175656, 0.012012663901800516, -0.024720489682155306, -0.9731989393970399]",309.31626182989794,668.5916209878569,0.0,2.6814591082481662,0.6142702205876059,-0.8579883436858747,-0.014859119099357679,0.003096724426802089,0.307717213608169
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:17.149304,"[-0.2298202784215985, 0.011637527668075862, -0.024453943209788036, -0.9728562135472463]",309.2029457479566,668.6506857948127,0.0,2.6783497393987212,0.25563224613067626,-0.7174467012287518,-0.006220218110800401,0.002601646097108286,0.12775921604660753
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:17.649169,"[-0.22957956179577016, 0.011028242385789143, -0.02410372456233022, -0.9729288839055841]",309.17397450414137,668.6678703086632,0.0,2.6788167428402945,0.06738704440991176,-0.37659208330402105,0.000934259133112428,0.002427559003123997,0.033596836782133994
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:18.149616,"[-0.22968307629193438, 0.01082285449301701, -0.024043755937933436, -0.9729082423775087]",309.1844291868738,668.6638311780879,0.0,2.6785964145515595,0.022395594933674955,-0.08990252609414545,-0.00044026298236371134,0.0010530418328347129,-0.011158228790355823
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:18.649480,"[-0.22976414913064638, 0.01079213304484754, -0.02396341228720489, -0.9728914227755149]",309.1857915044384,668.6640641135908,0.0,2.6784265454365674,0.0027649286796632617,-0.03927201449596629,-0.0003398306639247087,0.0008168647746126503,-0.0011148542664132495
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:19.149935,"[-0.22980489924454178, 0.010845858750377649, -0.023926574512114676, -0.9728821072788262]",309.18609732858295,668.6646602964793,0.0,2.6783432116194343,0.001338874820478309,-0.0028495146600292787,-0.00016651610461100832,0.00067000749362211,-7.238947446342749e-06
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:19.649820,"[-0.2298432952445545, 0.010857170646126004, -0.023889873108008657, -0.9728738127010966]",309.1864149043895,668.665122053919,0.0,2.6782635250529134,0.0011211045448941913,-0.0004356407485403998,-0.00015940979729519588,0.0005550017085235284,-7.776522122824336e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:20.149686,"[-0.22981447906576033, 0.010868541978501801, -0.02384408848305894, -0.9728816163600825]",309.1865925053735,668.6655555999663,0.0,2.6783217186286437,0.0009372768773594978,-0.00036775389311274133,0.00011641835157867395,0.00046721208258108124,3.48877412275953e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:20.649535,"[-0.22987821279047463, 0.010945030243058722, -0.023872375586081795, -0.9728650077380279]",309.1868124703269,668.6658874709506,0.0,2.6781936842647363,0.0007965393202566581,-0.00028156014536958105,-0.0002561460839321541,0.00039518751897449995,-4.847427961280075e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:21.149429,"[-0.2298925336611953, 0.010945012153662084, -0.023855008829109993, -0.9728620499482726]",309.18704200715456,668.6661482207468,0.0,2.6781637325404533,0.0006949209884684064,-0.000203279758885387,-5.991615078995742e-05,0.0003358516347588046,-8.877663487792029e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:21.649287,"[-0.22986996965403894, 0.010931712778129432, -0.023825252518401886, -0.972868260377232]",309.18710587593705,668.6664366832658,0.0,2.6782088599491805,0.0005910649644041998,-0.0002077710551080639,9.028045710421138e-05,0.0002865874205659466,7.181571309857973e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:22.149177,"[-0.22986791699424772, 0.010932895622067855, -0.023807119677465023, -0.9728691759854999]",309.187253618401,668.6666367097907,0.0,2.678212574319499,0.0004974561858530988,-0.00018725875402808817,7.430375319431439e-06,0.0002449703304173836,-4.2754924021935075e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:22.649085,"[-0.2298381294992758, 0.010934685316263343, -0.023811598365071858, -0.9728760839226183]",309.18730052917635,668.6668477617104,0.0,2.6782739825309685,0.0004324846356378676,-0.00012996701436110487,0.0001228390253198681,0.00020976373047732475,5.237089862458788e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:23.148366,"[-0.2298950532602546, 0.010895174260618888, -0.02377825959560271, -0.9728638928621512]",309.187431228529,668.6669831325333,0.0,2.67815489907967,0.0003768799955645622,-0.00011136942938606797,-0.0002385098798041952,0.000179511323224411,-5.6420433558759436e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:23.648262,"[-0.22986844790467229, 0.010974531335856475, -0.023716380193751527, -0.9728707980150095]",309.1875203501618,668.6671111935166,0.0,2.678209939983979,0.0003121051771414496,-0.0001295765887766908,0.0001101047103976972,0.0001543929183314859,-2.2474599430634377e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:24.148113,"[-0.22981432893940307, 0.010975165605758062, -0.023738015870616, -0.9728830487559047]",309.1874909442249,668.6672741922116,0.0,2.6783218369311994,0.00033135866521415527,3.8518454644895536e-05,0.00022386060490119845,0.00013266600227883446,9.916156283525396e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:24.648599,"[-0.22986510521680764, 0.011022140887279897, -0.02370299036273535, -0.9728713759083422]",309.1875532937629,668.667370245494,0.0,2.6782177181781415,0.0002288077099823747,-0.00020490274499542556,-0.00020803529580834572,0.00011379139353018211,-1.2853664978718839e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:25.148970,"[-0.22986837285383058, 0.011069819002771887, -0.02358635830839734, -0.9728728971302086]",309.1876360047236,668.6674382209188,0.0,2.67820882786133,0.00021396047348822843,-2.967245602592132e-05,-1.7767450175202235e-05,9.77766478067278e-05,-4.3606060803845265e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:25.649405,"[-0.22987089104607925, 0.011041403632992056, -0.02359098673422453, -0.9728725128198457]",309.18765911297487,668.667520751249,0.0,2.678203018901111,0.00017125983300448418,-8.532704643708826e-05,-1.160782163331294e-05,8.415597642406513e-05,1.621783900442781e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:26.149278,"[-0.22986571585757903, 0.011084317460154584, -0.02358934735273388, -0.9728732873664472]",309.1876757027085,668.6675931535642,0.0,2.678214771074335,0.00014859499829073078,-4.534118608877334e-05,2.351031806950023e-05,7.218227659177246e-05,1.7522370310084357e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:26.649732,"[-0.22987982140009416, 0.011088832554559452, -0.023526367715206928, -0.9728714280560239]",309.18775856592856,668.667621247301,0.0,2.678184022449943,0.0001748334943179322,5.24293861717589e-05,-6.144145993839081e-05,6.216875640139277e-05,-6.156798694523938e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:27.150180,"[-0.22990941611510882, 0.011065063751585634, -0.02354381069902564, -0.9728642833014028]",309.1877986108575,668.667661063039,0.0,2.6781230694315643,0.00011283939924942788,-0.00012387719616924103,-0.00012179690672922805,5.351660953806436e-05,-1.8023923764082114e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:27.650049,"[-0.22989862423542062, 0.011012520779434154, -0.023485426490757293, -0.9728688409561128]",309.1878391296459,668.667692177347,0.0,2.678142098250196,0.00010220059668908133,-2.1283181314197423e-05,3.806761097702084e-05,4.594606083065156e-05,-2.2334544416125723e-05
lidar,2fc3753772e241f2ab2cd16a784cc680,2018-08-30 19:25:28.149910,"[-0.2299205105033514, 0.010972117668349268, -0.02340587009312953, -0.9728660425407666]",309.1878607795861,668.6677254778403,0.0,2.678093668689712,7.946119310024729e-05,-4.5491453801824984e-05,-9.688605529072276e-05,3.9466132346469434e-05,-4.4796388856669425e-06
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:14.547551,"[0.6782718418961043, 0.006612868107668059, -0.0023497046355634562, -0.7347775563763375]",716.0570033520877,1805.9828064891144,0.0,-1.6506901524698325,4.128817120799394,0.13311688951858452,-0.3490810992162783,0.0,0.0
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:14.947904,"[0.6258213669434368, 0.013159286965631187, -0.006735226480026276, -0.7798263182067319]",715.8086537730704,1804.3816130551554,0.0,-1.7888857747627231,4.0472753563076225,-0.20367466833462405,-0.3451844304723347,0.11976796931197184,1.6159064205201799
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:15.447825,"[0.5652863364844423, 0.0029788684425571576, -0.004021733014687289, -0.8248795729016197]",715.2077622462376,1802.4418900594176,0.0,-1.9400129876971084,4.061969617028694,0.0293931655623025,-0.3023021896147296,0.16697034429161772,2.0237877436482266
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:15.947081,"[0.5114887252932175, 0.0022321108037849802, 0.00390828668199483, -0.8592782010935055]",714.3095473560707,1800.527887031421,0.0,-2.0677651514838638,4.234869839841759,0.34631576348219006,-0.2558850845793648,0.14694951381351262,2.1091712639062385
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:16.446970,"[0.47219377566662446, -0.0006707801460216395, 0.001820917733775058, -0.8814926389563895]",713.1824944944533,1798.6536010204552,0.0,-2.1580360216536913,4.375075153782305,0.2804728928633084,-0.1805818295058055,0.09712459102861681,2.184894280645941
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:16.946289,"[0.451220044620286, 0.0015131331966651163, 0.002387577523761966, -0.8924082480761616]",711.871388501393,1796.7910228244718,0.0,-2.2053316484548158,4.561735649452975,0.3738301480029193,-0.09472026259990993,0.059470785248139535,2.276984779679762
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:17.446737,"[0.4388360312827414, 0.007251556779002451, 0.003989370905325335, -0.898529040984249]",710.4369174164464,1794.8997834692777,0.0,-2.232960046595205,4.743167774328286,0.36253941443528803,-0.055207330512638854,0.034114310937265024,2.3734636727728065
lidar,325cef682f064c55a255f2625c533b75,2018-10-08 07:37:17.947155,"[0.4271269246008053, 0.010518371240250532, 0.004150087842239948, -0.904120971396202]",708.9654790859047,1793.068495771667,0.0,-2.2588897802730186,4.694477439679697,-0.09729932705975508,-0.05181614905501741,0.03454912386369102,2.348946944919851
