instance_token,translation,yaw,velocity,acceleration,heading_change_rate,timestamp,scene_token
bc38961ca0ac4b14ab90e547ba79fbb6,"[392.945, 1148.426, 0.766]",-1.9903211190968924,1.7065235955558908,0.0,0.0,1532402928147847,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[392.836, 1148.208, 0.791]",-1.9903211190968924,0.4429861750349963,0.0,0.0,1532402928698048,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[392.641, 1147.242, 0.816]",-1.9903211190968924,1.9737137426635056,-2.527074841041789,0.0,1532402929197353,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[392.081, 1145.988, 0.841]",-1.9903211190968924,2.74428220172966,3.0614551352570185,0.0,1532402929697797,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[391.347, 1144.208, 0.841]",-1.9903211190968924,4.233465076293623,1.5411369181323091,0.0,1532402930152601,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[390.512, 1142.201, 0.891]",-1.9903211190968924,4.385040264738063,2.978365749127925,0.0,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[389.29, 1139.46, 0.941]",-1.9903211190968924,5.454630050039066,0.3031503768888797,0.0,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[388.168, 1136.675, 0.991]",-1.9903211190968924,6.013188856388588,2.139179570602007,0.0,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[386.878, 1133.783, 0.991]",-1.9903211190968924,6.334821197454693,1.1171176126990439,0.0,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,"[385.638, 1131.14, 1.041]",-1.9903211190968924,6.493833487979416,0.6432646821322106,0.0,1532402932647284,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[388.28, 1137.846, 0.98]",-2.00688429368603,3.2318035854911784,0.0,0.0,1532402928147847,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[387.375, 1135.941, 0.98]",-2.00688429368603,3.833217858825671,-6.524059804976476,0.0,1532402928698048,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[386.594, 1133.87, 1.03]",-1.9894310011660858,4.43289949387355,1.202828546668985,0.03495517204097298,1532402929197353,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[385.584, 1131.884, 1.08]",-2.0417908787259162,4.452187066864136,1.1993632700957582,-0.10462685998697768,1532402929697797,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[384.498, 1129.99, 1.13]",-2.0766974637658024,4.800443501078978,0.03857514598117184,-0.07675080049252431,1532402930152601,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[383.12, 1127.84, 1.18]",-2.146510633845575,5.15145575443967,0.696512868429684,-0.14083073508838737,1532402930648325,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[381.247, 1125.461, 1.196]",-2.2570481531385465,5.5032898055225274,0.7020245067213846,-0.20090939356001586,1532402931198511,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[379.248, 1123.44, 1.213]",-2.36758567243152,5.692943997335111,0.7036681021657145,-0.2213752510712816,1532402931697833,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[376.903, 1121.526, 1.23]",-2.4781231917244932,6.055324625706899,0.37930838362516717,-0.22112712675152338,1532402932197715,cc8c0bf57f984915a77078b10eb33198
a60047adc78a4b6895702e86b6d2fe88,"[374.474, 1119.966, 1.23]",-2.5653896543242087,6.4212717492793665,0.7247612567435766,-0.19411139367703673,1532402932647284,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[398.996, 1141.132, 0.738]",-1.9117813027571473,5.183761569923072,0.0,0.0,1532402928147847,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[398.116, 1138.632, 0.738]",-1.8594214251973187,4.817073686349022,-2.475020358712589,0.09516500942003048,1532402928698048,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[397.624, 1136.322, 0.738]",-1.8070615476374885,4.7302023077846105,-0.7333757671481003,0.10486551612291539,1532402929197353,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[397.133, 1134.052, 0.738]",-1.7721549625976023,4.640868636386126,-0.1737427571288226,0.06975123999131727,1532402929697797,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[396.794, 1132.149, 0.738]",-1.737248377557716,4.250090364292693,-0.1786673427969685,0.07675080049252528,1532402930152601,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[396.625, 1130.226, 0.763]",-1.667435207477944,3.89412660689155,-0.7815565441868664,0.14083073508838648,1532402930648325,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[396.575, 1128.037, 0.788]",-1.5976220373981713,3.979692841438612,-0.7119275148022863,0.12689014330106366,1532402931198511,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[396.706, 1126.176, 0.822]",-1.5219911031450848,3.736276849396804,0.1711324690941245,0.1514672770487716,1532402931697833,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[396.978, 1124.331, 0.855]",-1.446360168891998,3.7307629899200268,-0.48683198408361594,0.15129750777735748,1532402932197715,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[397.341, 1122.8, 0.888]",-1.3707292346389113,3.4998972577161713,-0.01102771895355481,0.1682298745200985,1532402932647284,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[397.846, 1121.112, 0.922]",-1.2892805362125102,3.5286443495853055,-0.46173146440771085,0.16311930703526475,1532402933146604,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[398.453, 1119.579, 0.955]",-1.207831837786109,3.2985337673971067,0.05749418373826831,0.16294362691052422,1532402933646462,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[399.156, 1118.16, 0.988]",-1.126383139359708,3.167891952222512,-0.4602211643763976,0.1629336016955557,1532402934146351,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[400.204, 1116.512, 1.038]",-1.0100278558934206,3.549591800311335,-0.26128363034918944,0.2114766074020941,1532402934696555,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[401.36, 1115.102, 1.088]",-0.8936725724271332,3.6394295128757217,0.7633996961776459,0.2322525188664204,1532402935197541,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[402.713, 1113.793, 1.138]",-0.7773172889608458,3.762111835864859,0.17967542512877355,0.23252274386199978,1532402935697945,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[404.193, 1112.686, 1.101]",-0.6696886517545302,3.688899204569181,0.2453646459782748,0.21482028970390424,1532402936198962,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[405.71, 1111.637, 1.063]",-0.6318731846279868,3.6858079125030425,-0.14642526259135646,0.07557093592758654,1532402936699359,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[407.197, 1110.809, 1.026]",-0.5591511324615573,3.408586002034843,-0.006182584132276681,0.1456413343808679,1532402937198682,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[408.562, 1110.104, 0.988]",-0.5329711936816426,3.0768170533787234,-0.5544438209363989,0.052431381079787884,1532402937698000,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[409.897, 1109.434, 0.988]",-0.49370128551177045,2.9880056755473543,-0.6635378973122394,0.07855599837676353,1532402938197897,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[411.035, 1108.881, 0.988]",-0.4544313773418982,2.814495591256138,-0.1776227556627381,0.08735438918277796,1532402938647444,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[412.296, 1108.324, 0.988]",-0.415161469172026,2.7576856783186474,-0.347020168582433,0.07855712237695016,1532402939147334,cc8c0bf57f984915a77078b10eb33198
c1958768d48640948f6053d04cffd35b,"[413.638, 1107.792, 0.988]",-0.37589156100215376,2.6238868273090827,-0.11361982587498076,0.07137685003814666,1532402939697511,cc8c0bf57f984915a77078b10eb33198
